"Data zamówienia";"Nr zamówienia";"Numer projektu";"Zlecenie";"Status wysyłki";"Tydzień dostawy";"Rodzaj dostawy";"Śledzenie";"Reklamacja";"rodzaj zamówienia";"Suma";"";"";"";""
"8.05.2025";"243/B/2025";"";"136167623";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"39,98 €";"39,98";"EUR";"";""
"8.05.2025";"293/2025";"";"136166244";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"62,30 €";"62,30";"EUR";"";""
"7.05.2025";"288/2025";"";"136164181";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"117,02 €";"117,02";"EUR";"";""
"7.05.2025";"287/2025";"";"136164180";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"168,12 €";"168,12";"EUR";"";""
"7.05.2025";"292/2025";"";"136164017";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"896,41 €";"896,41";"EUR";"";""
"7.05.2025";"289/2025";"";"136164014";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"240,25 €";"240,25";"EUR";"";""
"7.05.2025";"290/2025";"";"136164013";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"375,05 €";"375,05";"EUR";"";""
"7.05.2025";"291/2025";"";"136164012";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"240,25 €";"240,25";"EUR";"";""
"7.05.2025";"286/2025";"";"136161371";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"421,96 €";"421,96";"EUR";"";""
"6.05.2025";"284/2025/CZ";"";"136158596";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"305,38 €";"305,38";"EUR";"";""
"6.05.2025";"285/2025";"";"136158595";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"182,65 €";"182,65";"EUR";"";""
"5.05.2025";"283/2025";"";"136156029";"Całkowicie dostarczone";"2025/23";" TIR ";"";"";"Zamówienie";"140,49 €";"140,49";"EUR";"";""
"5.05.2025";"282/2025";"";"136155478";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"93,44 €";"93,44";"EUR";"";""
"5.05.2025";"281/2025";"";"136155476";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"93,44 €";"93,44";"EUR";"";""
"30.04.2025";"280/2025";"";"136148309";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"61,81 €";"61,81";"EUR";"";""
"29.04.2025";"279/2025";"";"136144092";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"118,50 €";"118,50";"EUR";"";""
"29.04.2025";"278/2025";"";"136144090";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"54,35 €";"54,35";"EUR";"";""
"29.04.2025";"273/2025";"";"136143436";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"2 644,68 €";"2 644,68";"EUR";"";""
"29.04.2025";"274/2025";"";"136142527";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"92,71 €";"92,71";"EUR";"";""
"29.04.2025";"275/2025";"";"136142526";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"61,81 €";"61,81";"EUR";"";""
"29.04.2025";"264/2025/AKR.05";"";"136142524";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"1 454,40 €";"1 454,40";"EUR";"";""
"29.04.2025";"265/2025/AKR.00";"";"136142522";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"4 387,30 €";"4 387,30";"EUR";"";""
"29.04.2025";"266/2025/AKR.73";"";"136142521";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"7 454,58 €";"7 454,58";"EUR";"";""
"29.04.2025";"267/2025/AKR.128";"";"136142519";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"1 918,06 €";"1 918,06";"EUR";"";""
"29.04.2025";"276/2025/50";"";"136142518";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"2 372,04 €";"2 372,04";"EUR";"";""
"29.04.2025";"277/2025/LIV";"";"136142516";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"2 752,79 €";"2 752,79";"EUR";"";""
"29.04.2025";"260/2025/AKR.05";"";"136142515";"Całkowicie dostarczone";"2025/23";" TIR ";"";"";"Zamówienie";"2 932,90 €";"2 932,90";"EUR";"";""
"29.04.2025";"261/2025/AKR.00";"";"136142513";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"4 387,30 €";"4 387,30";"EUR";"";""
"29.04.2025";"263/2025/AKR.00";"";"136142512";"Całkowicie dostarczone";"2025/21";" TIR ";"";"reklamacje";"Zamówienie";"1 944,31 €";"1 944,31";"EUR";"";""
"29.04.2025";"262/2025/AKR.73";"";"136142485";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"7 454,58 €";"7 454,58";"EUR";"";""
"28.04.2025";"272/2025";"";"136139551";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"383,78 €";"383,78";"EUR";"";""
"25.04.2025";"271/2025";"";"136137823";"Całkowicie dostarczone";"2025/19";" TIR ";"";"";"Zamówienie";"35,09 €";"35,09";"EUR";"";""
"25.04.2025";"270/2025";"";"136136348";"Całkowicie dostarczone";"2025/19";" TIR ";"";"";"Zamówienie";"356,02 €";"356,02";"EUR";"";""
"25.04.2025";"269/2025/CONSTRAMET/CZ.1";"";"136136334";"Całkowicie dostarczone";"2025/19";" TIR ";"";"";"Zamówienie";"12 396,93 €";"12 396,93";"EUR";"";""
"25.04.2025";"268/2025/CONSTRAMENT/CZ.1";"";"136135446";"Zlecenie anulowane";"";" TIR ";"";"";"Zamówienie";"0,00 €";"0,00";"EUR";"";""
"25.04.2025";"259/2025/AKR.73";"";"136135217";"Całkowicie dostarczone";"2025/19";" TIR ";"";"";"Zamówienie";"5 925,07 €";"5 925,07";"EUR";"";""
"25.04.2025";"258/2025/AKR.00";"";"136135216";"Całkowicie dostarczone";"2025/19";" TIR ";"";"";"Zamówienie";"1 590,98 €";"1 590,98";"EUR";"";""
"25.04.2025";"257/2025/AKR.00";"";"136135215";"Całkowicie dostarczone";"2025/19";" TIR ";"";"";"Zamówienie";"4 387,30 €";"4 387,30";"EUR";"";""
"25.04.2025";"256/2025/AKR.05";"";"136135212";"Całkowicie dostarczone";"2025/19";" TIR ";"";"";"Zamówienie";"4 096,47 €";"4 096,47";"EUR";"";""
"25.04.2025";"267/2025/CZ";"";"136135211";"Całkowicie dostarczone";"2025/19";" TIR ";"";"";"Zamówienie";"245,11 €";"245,11";"EUR";"";""
"24.04.2025";"255/2025";"";"136134367";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"92,71 €";"92,71";"EUR";"";""
"24.04.2025";"251/2025";"";"136134366";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"93,48 €";"93,48";"EUR";"";""
"23.04.2025";"252/2025";"";"136131388";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"474,74 €";"474,74";"EUR";"";""
"23.04.2025";"253/2025";"";"136131386";"Całkowicie dostarczone";"2025/19";" TIR ";"";"";"Zamówienie";"103,11 €";"103,11";"EUR";"";""
"23.04.2025";"254/2025";"";"136131385";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"132,76 €";"132,76";"EUR";"";""
"23.04.2025";"250/2025";"";"136130562";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"235,79 €";"235,79";"EUR";"";""
"23.04.2025";"243/2025/HS";"";"136128728";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"2 647,92 €";"2 647,92";"EUR";"";""
"23.04.2025";"243/A/2025";"";"136128693";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"4 652,99 €";"4 652,99";"EUR";"";""
"22.04.2025";"249/2025";"";"136126986";"Całkowicie dostarczone";"2025/19";" TIR ";"";"";"Zamówienie";"61,81 €";"61,81";"EUR";"";""
"22.04.2025";"248/2025";"";"136126980";"Całkowicie dostarczone";"2025/19";" TIR ";"";"";"Zamówienie";"22,84 €";"22,84";"EUR";"";""
"22.04.2025";"246/2025";"";"136126978";"Całkowicie dostarczone";"2025/19";" TIR ";"";"";"Zamówienie";"107,16 €";"107,16";"EUR";"";""
"22.04.2025";"247/2025";"";"136124017";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"295,03 €";"295,03";"EUR";"";""
"17.04.2025";"245/2025";"";"136122757";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"258,05 €";"258,05";"EUR";"";""
"17.04.2025";"244/2025";"";"136122553";"Całkowicie dostarczone";"2025/18";" TIR ";"";"";"Zamówienie";"737,28 €";"737,28";"EUR";"";""
"17.04.2025";"240/2025";"";"136121992";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"354,53 €";"354,53";"EUR";"";""
"16.04.2025";"242/2025";"";"136118566";"Zlecenie anulowane";"";" TIR ";"";"";"Zamówienie";"0,00 €";"0,00";"EUR";"";""
"16.04.2025";"241/2025";"";"136118521";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"372,12 €";"372,12";"EUR";"";""
"16.04.2025";"237/2025/AKR.73";"";"136117624";"Całkowicie dostarczone";"2025/18";" TIR ";"";"";"Zamówienie";"7 454,58 €";"7 454,58";"EUR";"";""
"16.04.2025";"238/2025/AKR.00";"";"136117622";"Całkowicie dostarczone";"2025/18";" TIR ";"";"";"Zamówienie";"6 331,61 €";"6 331,61";"EUR";"";""
"16.04.2025";"239/2025/PAR.";"";"136117621";"Całkowicie dostarczone";"2025/18";" TIR ";"";"";"Zamówienie";"195,70 €";"195,70";"EUR";"";""
"14.04.2025";"234/2025";"";"136113120";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"242,11 €";"242,11";"EUR";"";""
"14.04.2025";"236/2025";"";"136113113";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"446,55 €";"446,55";"EUR";"";""
"14.04.2025";"235/2025";"";"136113112";"Całkowicie dostarczone";"2025/18";" TIR ";"";"";"Zamówienie";"106,43 €";"106,43";"EUR";"";""
"14.04.2025";"231/2025";"";"136112114";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"240,39 €";"240,39";"EUR";"";""
"14.04.2025";"233/2025";"";"136112065";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"59,24 €";"59,24";"EUR";"";""
"14.04.2025";"232/2025";"";"136112063";"Całkowicie dostarczone";"2025/19";" TIR ";"";"";"Zamówienie";"141,91 €";"141,91";"EUR";"";""
"14.04.2025";"230/2025";"";"136110995";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"297,60 €";"297,60";"EUR";"";""
"14.04.2025";"229/2025";"";"136109301";"Całkowicie dostarczone";"2025/17";" TIR ";"";"";"Zamówienie";"56,52 €";"56,52";"EUR";"";""
"11.04.2025";"228/2025";"";"136108543";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"1 068,71 €";"1 068,71";"EUR";"";""
"11.04.2025";"227/2025";"";"136108541";"Całkowicie dostarczone";"2025/17";" TIR ";"";"";"Zamówienie";"106,43 €";"106,43";"EUR";"";""
"11.04.2025";"223/2025/LIV";"";"136106561";"Całkowicie dostarczone";"2025/17";" TIR ";"";"";"Zamówienie";"2 752,79 €";"2 752,79";"EUR";"";""
"11.04.2025";"224/2025";"";"136106560";"Całkowicie dostarczone";"2025/17";" TIR ";"";"";"Zamówienie";"401,72 €";"401,72";"EUR";"";""
"11.04.2025";"225/2025/AKR.73";"";"136106558";"Całkowicie dostarczone";"2025/17";" TIR ";"";"";"Zamówienie";"2 133,77 €";"2 133,77";"EUR";"";""
"11.04.2025";"226/2025/CZ";"";"136106555";"Całkowicie dostarczone";"2025/17";" TIR ";"";"";"Zamówienie";"379,32 €";"379,32";"EUR";"";""
"9.04.2025";"222/2025";"";"136100680";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"439,63 €";"439,63";"EUR";"";""
"9.04.2025";"220/2025/AKR.128";"";"136099897";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"1 918,06 €";"1 918,06";"EUR";"";""
"9.04.2025";"221/2025/AKR.128";"";"136099895";"Całkowicie dostarczone";"2025/18";" TIR ";"";"";"Zamówienie";"2 088,95 €";"2 088,95";"EUR";"";""
"9.04.2025";"218/2025";"";"136099521";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"331,65 €";"331,65";"EUR";"";""
"9.04.2025";"219/2024";"";"136099517";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"421,80 €";"421,80";"EUR";"";""
"8.04.2025";"212/2025/AKR.73";"";"136095361";"Całkowicie dostarczone";"2025/16";" TIR ";"";"";"Zamówienie";"11 461,60 €";"11 461,60";"EUR";"";""
"8.04.2025";"217/2025";"";"136095359";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"1 070,21 €";"1 070,21";"EUR";"";""
"8.04.2025";"216/2025";"";"136095356";"Całkowicie dostarczone";"2025/16";" TIR ";"";"";"Zamówienie";"61,81 €";"61,81";"EUR";"";""
"8.04.2025";"211/2025/AKR.05";"";"136095355";"Całkowicie dostarczone";"2025/17";" TIR ";"";"";"Zamówienie";"2 043,33 €";"2 043,33";"EUR";"";""
"8.04.2025";"214/2025/AKR.00";"";"136095353";"Całkowicie dostarczone";"2025/16";" TIR ";"";"";"Zamówienie";"4 387,30 €";"4 387,30";"EUR";"";""
"8.04.2025";"215/2025/CZ";"";"136095351";"Całkowicie dostarczone";"2025/16";" TIR ";"";"";"Zamówienie";"456,29 €";"456,29";"EUR";"";""
"3.04.2025";"213/2025";"";"136086258";"Całkowicie dostarczone";"2025/20";" TIR ";"";"";"Zamówienie";"187,73 €";"187,73";"EUR";"";""
"2.04.2025";"210/2025";"";"136083903";"Całkowicie dostarczone";"2025/18";" TIR ";"";"";"Zamówienie";"403,29 €";"403,29";"EUR";"";""
"2.04.2025";"209/2025";"";"136083901";"Całkowicie dostarczone";"2025/18";" TIR ";"";"";"Zamówienie";"313,60 €";"313,60";"EUR";"";""
"1.04.2025";"208/2025";"";"136079142";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"7,62 €";"7,62";"EUR";"";""
"1.04.2025";"206/2025/STAL";"";"136077403";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"403,83 €";"403,83";"EUR";"";""
"1.04.2025";"202/2025/AKR.05";"";"136077208";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"1 454,40 €";"1 454,40";"EUR";"";""
"1.04.2025";"201/2025/AKR.00";"";"136077206";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"6 331,61 €";"6 331,61";"EUR";"";""
"1.04.2025";"207/2025";"";"136077204";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"59,15 €";"59,15";"EUR";"";""
"1.04.2025";"199/2025/HS";"";"136077202";"Całkowicie dostarczone";"2025/18";" TIR ";"";"";"Zamówienie";"2 012,46 €";"2 012,46";"EUR";"";""
"1.04.2025";"199/A/2025";"";"136076994";"Całkowicie dostarczone";"2025/18";" TIR ";"";"";"Zamówienie";"1 015,70 €";"1 015,70";"EUR";"";""
"1.04.2025";"205/2025";"";"136076299";"Całkowicie dostarczone";"2025/16";" TIR ";"";"";"Zamówienie";"61,81 €";"61,81";"EUR";"";""
"1.04.2025";"204/2025";"";"136076298";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"154,51 €";"154,51";"EUR";"";""
"1.04.2025";"203/2025/CZ";"";"136076297";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"38,70 €";"38,70";"EUR";"";""
"1.04.2025";"200/2025/LIV";"";"136076294";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"2 752,79 €";"2 752,79";"EUR";"";""
"1.04.2025";"198/2025";"";"136076105";"Całkowicie dostarczone";"2025/18";" TIR ";"";"";"Zamówienie";"265,82 €";"265,82";"EUR";"";""
"1.04.2025";"197/2025";"";"136076103";"Całkowicie dostarczone";"2025/18";" TIR ";"";"";"Zamówienie";"370,07 €";"370,07";"EUR";"";""
"26.03.2025";"196/2025";"";"136061766";"Całkowicie dostarczone";"2025/16";" TIR ";"";"";"Zamówienie";"399,10 €";"399,10";"EUR";"";""
"26.03.2025";"195/2025/USC";"";"136061138";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"49,83 €";"49,83";"EUR";"";""
"25.03.2025";"194/A/2025";"";"136056753";"Całkowicie dostarczone";"2025/16";" TIR ";"";"";"Zamówienie";"74,50 €";"74,50";"EUR";"";""
"25.03.2025";"194/2025";"";"136056752";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"188,84 €";"188,84";"EUR";"";""
"25.03.2025";"193/2025/AKR.00";"";"136055725";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"4 387,30 €";"4 387,30";"EUR";"";""
"25.03.2025";"192/2025/AKR.00";"";"136055724";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"1 590,98 €";"1 590,98";"EUR";"";""
"25.03.2025";"191/2025/AKR.05";"";"136055721";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"4 096,47 €";"4 096,47";"EUR";"";""
"25.03.2025";"190/2025/CZ";"";"136055720";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"164,86 €";"164,86";"EUR";"";""
"24.03.2025";"189/2025";"";"136053745";"Całkowicie dostarczone";"2025/16";" TIR ";"";"";"Zamówienie";"106,43 €";"106,43";"EUR";"";""
"24.03.2025";"187/2025";"";"136053264";"Całkowicie dostarczone";"2025/16";" TIR ";"";"";"Zamówienie";"30,91 €";"30,91";"EUR";"";""
"24.03.2025";"188/2025";"";"136053263";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"99,65 €";"99,65";"EUR";"";""
"24.03.2025";"186/2025";"";"136053026";"Całkowicie dostarczone";"2025/16";" TIR ";"";"";"Zamówienie";"344,50 €";"344,50";"EUR";"";""
"19.03.2025";"182/2025";"";"136044102";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"70,17 €";"70,17";"EUR";"";""
"19.03.2025";"183/2025";"";"136044100";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"721,06 €";"721,06";"EUR";"";""
"19.03.2025";"184/2025";"";"136044098";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"206,02 €";"206,02";"EUR";"";""
"19.03.2025";"179/2025";"";"136043978";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"432,62 €";"432,62";"EUR";"";""
"19.03.2025";"181/2025";"";"136043976";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"110,95 €";"110,95";"EUR";"";""
"19.03.2025";"180/2025";"";"136043498";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"251,79 €";"251,79";"EUR";"";""
"19.03.2025";"178/2025";"";"136041736";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"2 007,29 €";"2 007,29";"EUR";"";""
"18.03.2025";"177/2025/CZ";"";"136040263";"Całkowicie dostarczone";"2025/13";" TIR ";"";"";"Zamówienie";"115,65 €";"115,65";"EUR";"";""
"18.03.2025";"176/2025";"";"136039029";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"110,13 €";"110,13";"EUR";"";""
"18.03.2025";"175/2025";"";"136039027";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"118,30 €";"118,30";"EUR";"";""
"18.03.2025";"173/2025";"";"136038386";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"407,42 €";"407,42";"EUR";"";""
"18.03.2025";"174/2025";"";"136038384";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"187,69 €";"187,69";"EUR";"";""
"18.03.2025";"172/2025/REC";"";"136038026";"Całkowicie dostarczone";"2025/13";" TIR ";"";"";"Zamówienie";"2 856,78 €";"2 856,78";"EUR";"";""
"17.03.2025";"171/2025";"";"136036270";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"106,43 €";"106,43";"EUR";"";""
"17.03.2025";"QM 10055125";"";"136035775";"Całkowicie dostarczone";"2025/13";" TIR ";"";"";"Dostawa zastępcza";"1 454,40 €";"1 454,40";"EUR";"";""
"14.03.2025";"170/2025";"";"136033643";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"25,39 €";"25,39";"EUR";"";""
"14.03.2025";"169/2025";"";"136033642";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"199,63 €";"199,63";"EUR";"";""
"14.03.2025";"168/2025";"";"136033641";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"401,36 €";"401,36";"EUR";"";""
"13.03.2025";"163/2025";"";"136029954";"Całkowicie dostarczone";"2025/13";" TIR ";"";"";"Zamówienie";"119,32 €";"119,32";"EUR";"";""
"13.03.2025";"164/2025";"";"136029948";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"1 078,24 €";"1 078,24";"EUR";"";""
"13.03.2025";"165/2025/LIS";"";"136029946";"Całkowicie dostarczone";"2025/13";" TIR ";"";"";"Zamówienie";"67,93 €";"67,93";"EUR";"";""
"13.03.2025";"166/2025";"";"136029944";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"348,94 €";"348,94";"EUR";"";""
"13.03.2025";"167/2025";"";"136029942";"Całkowicie dostarczone";"2025/15";" TIR ";"";"";"Zamówienie";"250,65 €";"250,65";"EUR";"";""
"12.03.2025";"162/2025";"";"136025517";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"552,66 €";"552,66";"EUR";"";""
"11.03.2025";"160/2025";"";"136022391";"Całkowicie dostarczone";"2025/13";" TIR ";"";"";"Zamówienie";"317,24 €";"317,24";"EUR";"";""
"11.03.2025";"161/2025";"";"136022383";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"370,07 €";"370,07";"EUR";"";""
"11.03.2025";"158/2025";"";"136021663";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"251,79 €";"251,79";"EUR";"";""
"11.03.2025";"159/2025";"";"136021657";"Całkowicie dostarczone";"2025/14";" TIR ";"";"";"Zamówienie";"437,45 €";"437,45";"EUR";"";""
"11.03.2025";"157/2025/CZ";"";"136019640";"Całkowicie dostarczone";"2025/12";" TIR ";"";"";"Zamówienie";"804,31 €";"804,31";"EUR";"";""
"11.03.2025";"156/2025/AKR.750";"";"136019638";"Całkowicie dostarczone";"2025/13";" TIR ";"";"";"Zamówienie";"2 132,75 €";"2 132,75";"EUR";"";""
"11.03.2025";"155/2025/AKR.73";"";"136019636";"Całkowicie dostarczone";"2025/12";" TIR ";"";"";"Zamówienie";"8 050,52 €";"8 050,52";"EUR";"";""
"11.03.2025";"154/2025/AKR.00";"";"136019634";"Całkowicie dostarczone";"2025/12";" TIR ";"";"";"Zamówienie";"2 932,90 €";"2 932,90";"EUR";"";""
"11.03.2025";"153/2025/LIV.00";"";"136019629";"Całkowicie dostarczone";"2025/12";" TIR ";"";"";"Zamówienie";"3 494,76 €";"3 494,76";"EUR";"";""
"11.03.2025";"152/2025/AKR.00";"";"136019628";"Całkowicie dostarczone";"2025/12";" TIR ";"";"";"Zamówienie";"1 944,31 €";"1 944,31";"EUR";"";""
"11.03.2025";"151/2025/AKR.05";"";"136019513";"Całkowicie dostarczone";"2025/12";" TIR ";"";"";"Zamówienie";"1 454,40 €";"1 454,40";"EUR";"";""
"11.03.2025";"150/2025";"";"136019511";"Całkowicie dostarczone";"2025/12";" TIR ";"";"";"Zamówienie";"185,41 €";"185,41";"EUR";"";""
"11.03.2025";"149/2025";"";"136019510";"Całkowicie dostarczone";"2025/12";" TIR ";"";"";"Zamówienie";"96,82 €";"96,82";"EUR";"";""
